page,asset,path,alt
src/components/ProjectsGrid.astro,PearlyBites,Home/img/Pearly_Bites.png,School portrait photo of a person but with a cat's head on the human body.
src/components/ProjectsGrid.astro,TheCurve,Home/img/The_Curve.png,A woman sits on a desk with her laptop in her lap looking down at a child on the floor that pulls at her dress.
src/components/ProjectsGrid.astro,SayMore,Home/img/Say_More.png,Illustration on backs of cards that feature a woman sitting on a cloud in the sky.
src/components/ProjectsGrid.astro,Archive,Home/img/Archive.png,Jimmy fallon and the new york city skyline.
src/components/ProjectsGrid.astro,Firefly,Home/img/Firefly.png,The hind leg and tail of a dog laying on a bed.
src/components/ProjectsGrid.astro,PetCenter,Home/img/Pet_Center.png,Illustration of a dachshund dog.
src/components/ProjectsGrid.astro,HGTV2,Home/HGTV_2.gif,Sit back and relax. Kick off your shoes. Put your feet up. Let's rock.
src/components/ProjectsGrid.astro,Photography,Home/img/Photography.png,Two women, one sitting and one standing, in front of a wall of art.
src/components/ProjectsGrid.astro,PresentationsAlt,Home/img/Presentations_ALT.png,A collage of photos from NBC Universal.
src/components/ProjectsGrid.astro,SarahVideo,Home/img/Sarah_Video.png,A behind the scenes photo of a rehearsal.
src/components/ProjectsGrid.astro,WordOnly,Home/img/Word_Only.png,Everyone deserves a healthy head of hair on a wall in an office.
src/components/ProjectsGrid.astro,Reach,Home/img/Reach.png,Shots of a camera's monitor as a show is filmed.
src/components/ProjectsGrid.astro,ApartmentTherapy,Home/img/Apartment_Therapy.png,A woman sitting on a couch.
src/components/ProjectsGrid.astro,Illustration,Home/Illustration.gif,In zizmor we trust. Illustration of a man's face with a 3 color rainbow. behind him.
